"Geneid","Chr","Start","End","Strand","Length","conA_rep1_sorted.bam","conA_rep2_sorted.bam","conB_rep1_sorted.bam","conB_rep2_sorted.bam","WT1_rpm","WT2_rpm","WT3_rpm","WT4_rpm","Matched_Gene","RPKM_WT1","RPKM_WT2","RPKM_WT3","RPKM_WT4"
"YKR093W","NC_001143.9","615730","617535","+",1806,27,35,68,98,37.5089083657369,42.969037739092,107.570086657196,108.727971491082,2.732,13.7294686551013,15.7280518810732,39.374116638798,39.7979397844371
"YKR094C","NC_001143.9;NC_001143.9","617996;618743","618374;618750","-;-",387,158,358,671,1013,219.496574880979,439.511871731284,1061.46364922028,1123.8921951068,2.12,103.536120226877,207.316920627964,500.690400575601,530.137827880565
"YKR095W","NC_001143.9","619805","625432","+",5628,192,192,148,209,266.73001504524,235.715864168733,234.12312978331,231.879041241185,0.74,360.445966277351,318.534951579369,316.382607815283,313.350055731331
"YKR095W-A","NC_001143.9;NC_001143.9","625864;625977","625901;626205","+;+",267,8,14,15,22,11.113750626885,17.1876150956368,23.7286955861462,24.4083201306511,1.22,9.10963166138114,14.0882090947843,19.4497504804477,20.0068197792222
"YKR096W","NC_001143.9","626793","630380","+",3588,129,91,95,132,179.209228858521,111.719498121639,150.28173871226,146.449920783906,1.805,99.2848913343604,61.8944587931519,83.2585810040219,81.1356901849898
"YKR097W","NC_001143.9","631152","632801","+",1650,24,6,18,15,33.341251880655,7.36612075527291,28.4744347033755,16.6420364527166,0.754,44.2191669504708,9.76939092211262,37.7645022591187,22.0716663829133
"YKR098C","NC_001143.9","633026","635179","-",2154,98,73,65,74,136.143445179341,89.6211358558205,102.824347539967,82.1007131667354,5.627,24.1946765913171,15.9269834469203,18.2733868029087,14.5904946093363
"YKR099W","NC_001143.9","635851","638286","+",2436,18,20,13,40,25.0059389104912,24.5537358509097,20.5648695079934,44.3787638739111,0.341,73.3311991510007,72.005090471876,60.3075352140569,130.143002562789
"YKR100C","NC_001143.9","638901","639968","-",1068,86,93,69,108,119.472819239014,114.17487170673,109.151999696273,119.82266245956,3.587,33.3071701251781,31.8301844735796,30.4298856136807,33.4047009923501
"YKR101W","NC_001143.9","640540","642504","+",1965,28,22,27,30,38.8981271940975,27.0091094360007,42.7116520550632,33.2840729054333,1.649,23.5889188563356,16.3790839514862,25.9015476380007,20.1843983659389
"YKR102W","NC_001143.9","646356","649865","+",3510,21,10,9,14,29.1735953955731,12.2768679254549,14.2372173516877,15.5325673558689,2.153,13.550206872073,5.70221454967713,6.61273448754656,7.21438335154151
"YKR103W","NC_001143.9","653080","656736","+",3657,21,7,13,11,29.1735953955731,8.5938075478184,20.5648695079934,12.2041600653255,2.435,11.9809426675865,3.52928441388846,8.4455316254593,5.01197538617065
"YKR104W","NC_001143.9","656836","657756","+",921,6,2,4,7,8.33531297016375,2.45537358509097,6.32765215630566,7.76628367793443,1.067,7.81191468618908,2.30119361301872,5.93032067132677,7.27861638044464
"YKR105C","NC_001143.9","658716","660464","-",1749,3,5,7,6,4.16765648508187,6.13843396272743,11.0733912735349,6.65681458108666,1.964,2.12202468690523,3.12547554110358,5.63818292949843,3.38941679281398
"YKR106W","NC_001143.9","661442","663289","+",1848,16,13,12,13,22.22750125377,15.9599283030913,18.982956468917,14.4230982590211,3.509,6.33442611962667,4.54828392792571,5.40979095722912,4.11031583329185
"YLL067C","NC_001144.5;NC_001144.5","585;4015","3915;4301","-;-",3618,144,74,74,109,200.04751128393,90.8488226483659,117.061564891655,120.932131556408,3.656,54.7175906137664,24.8492403305158,32.0190275961857,33.0777165088642
"YLL066W-B","NC_001144.5","5605","5775","+",171,1,0,1,0,1.38921882836062,0,1.58191303907642,0,0.92,1.51002046560937,0,1.71947069464828,0
"YLL066C","NC_001144.5;NC_001144.5","6120;9550","9450;9836","-;-",3618,119,85,65,86,165.317040574914,104.353377366366,102.824347539967,95.4143423289088,1.748,94.5749660039556,59.6987284704613,58.8239974484937,54.5848640325565
"YLL064C","NC_001144.5","13083","13445","-",363,0,0,0,0,0,0,0,0,1.847,0,0,0,0
"YLL063C","NC_001144.5","14648","16072","-",1425,0,0,0,0,0,0,0,0,3.716,0,0,0,0
"YLL062C","NC_001144.5","16639","17613","-",975,53,2,4,4,73.6285979031131,2.45537358509097,6.32765215630566,4.43787638739111,0.17,433.109399430077,14.4433740299469,37.2214832723863,26.1051552199477
"YLL061W","NC_001144.5","17956","19707","+",1752,266,14,20,15,369.532208343926,17.1876150956368,31.6382607815283,16.6420364527166,3.716,99.4435436878165,4.6253000795578,8.51406371946403,4.47848128436939
"YLL060C","NC_001144.5","21138","21839","-",702,12,10,10,6,16.6706259403275,12.2768679254549,15.8191303907642,6.65681458108666,0.362,46.0514528738329,33.9139997940742,43.6992552231054,18.388990555488
"YLL058W","NC_001144.5","23569","25296","+",1728,54,32,33,44,75.0178167314737,39.2859773614555,52.2031302895217,48.8166402613022,1.424,52.6810510754731,27.5884672482132,36.6595016078102,34.2813484981055
"YLL057C","NC_001144.5","25756","26994","-",1239,105,6,9,12,145.867976977866,7.36612075527291,14.2372173516877,13.3136291621733,0.974,149.761783344831,7.56275231547527,14.6172662748334,13.6690237804654
"YLL056C","NC_001144.5","27409","28305","-",897,20,11,4,10,27.7843765672125,13.5045547180003,6.32765215630566,11.0946909684778,1.751,15.8677193416405,7.71248127812698,3.6137362400375,6.33620272328827
"YLL055W","NC_001144.5","30109","31704","+",1596,71,26,17,25,98.6345368136043,31.9198566061826,26.8925216642991,27.7367274211944,0.701,140.70547334323,45.5347455152391,38.3630836865893,39.5673714995641
"YLL054C","NC_001144.5","32673","35204","-",2532,34,20,18,25,47.2334401642612,24.5537358509097,28.4744347033755,27.7367274211944,1.727,27.3499943047257,14.2175656345742,16.4878023760136,16.0606412398346
"YLL053C","NC_001144.5","35503","35961","-",459,57,76,41,86,79.1854732165556,93.3041962334569,64.8584346021331,95.4143423289088,1.238,63.9624177839706,75.3668790254095,52.3896886931608,77.0713589086501
"YLL052C","NC_001144.5","35912","36361","-",450,37,45,25,45,51.4010966493431,55.2459056645469,39.5478259769104,49.9261093581499,0.896,57.3672953675704,61.6583768577532,44.1381986349446,55.7211041943638
"YLL051C","NC_001144.5","37333","39471","-",2139,56,39,40,63,77.796254388195,47.8797849092739,63.2765215630566,69.8965531014099,1.595,48.7750811211254,30.0186739243097,39.6718003530136,43.8222903457115
"YLL050C","NC_001144.5;NC_001144.5","39804;40401","40221;40414","-;-",432,233,319,172,224,323.687987008026,391.63208682201,272.089042721144,248.521077693902,2.531,127.889366656668,154.734131498226,107.502585034035,98.1908643595029
"YLL049W","NC_001144.5","40666","41205","+",540,19,27,11,24,26.3951577388519,33.1475433987281,17.4010434298406,26.6272583243466,0.458,57.6313487747857,72.3745489055199,37.9935446066388,58.1381186121106
"YLL048C","NC_001144.5","41280","46265","-",4986,203,237,180,267,282.011422157207,290.96176983328,284.744347033755,296.228248858356,0.449,628.087799904692,648.021759094165,634.174492280078,659.75111104311
"YLL046C","NC_001144.5","46714","47463","-",750,0,0,0,1,0,0,0,1.10946909684778,2.138,0,0,0,0.518928483090634
"YLL045C","NC_001144.5","47859","48629","-",771,386,906,1673,2492,536.238467747201,1112.28423404621,2646.54051437484,2764.79698934466,0.61,879.079455323281,1823.41677712493,4338.59100717188,4532.45408089288
"YLL043W","NC_001144.5","49938","51947","+",2010,141,128,122,172,195.879854798848,157.143909445822,192.993390767323,190.828684657818,0.539,363.413459738123,291.547141828984,358.058238900413,354.042086563669
"YLL042C","NC_001144.5","52087","52590","-",504,8,5,4,8,11.113750626885,6.13843396272743,6.32765215630566,8.87575277478221,4.985,2.2294384406991,1.23138093535154,1.26933844660094,1.78049203104959
"YLL041C","NC_001144.5","53131","53931","-",801,426,386,190,219,591.807220881626,473.887101922558,300.563477424519,242.973732209663,0.749,790.129800910048,632.693059976712,401.286351701628,324.397506287935
"YLL040C","NC_001144.5","54211","63645","-",9435,293,266,162,175,407.041116709663,326.564686817099,256.269912330379,194.157091948361,0.77,528.624826895666,424.10998287935,332.818067961532,252.152067465404
"YLL039C","NC_001144.5","64062","65207","-",1146,1269,1144,441,611,1762.91869318963,1404.47369067204,697.623650232699,677.885618173991,2.009,877.510549123759,699.090936123462,347.249203699701,337.42439929019
"YLL038C","NC_001144.5","65775","66518","-",744,22,16,22,26,30.5628142239337,19.6429886807278,34.8020868596812,28.8461965180422,0.503,60.761062075415,39.0516673573117,69.1890394824675,57.3483032167837
"YLL036C","NC_001144.5","66745","68256","-",1512,48,53,51,76,66.68250376131,65.0674000049107,80.6775649928972,84.319651360431,0.8,83.3531297016375,81.3342500061384,100.846956241122,105.399564200539
"YLL035W","NC_001144.5","68580","70478","+",1899,15,12,16,34,20.8382824254094,14.7322415105458,25.3106086252227,37.7219492928244,9.434,2.20884910169699,1.56161135367244,2.68291378261847,3.99851063099686
"YLL034C","NC_001144.5","70633","73146","-",2514,17,9,29,74,23.6167200821306,11.0491811329094,45.8754781332161,82.1007131667354,1.145,20.6259564036075,9.64993985406932,40.0659197670009,71.703679621603
"YLL033W","NC_001144.5","73409","74101","+",693,8,9,9,11,11.113750626885,11.0491811329094,14.2372173516877,12.2041600653255,0.743,14.9579416243405,14.8710378639426,19.1617999349768,16.4255182575041
"YLL032C","NC_001144.5","74270","76747","-",2478,52,28,27,47,72.2393790747525,34.3752301912736,42.7116520550632,52.1450475518455,1.511,47.8089868132048,22.7499868903201,28.2671423263158,34.5102895776608
"YLL031C","NC_001144.5","77152","80205","-",3054,117,75,62,80,162.538602918193,92.0765094409114,98.0786084227378,88.7575277478221,1.898,85.6367770907234,48.512386428299,51.6747146589767,46.7637132496428
"YLL030C","NC_001144.5","80356","80697","-",342,0,0,0,0,0,0,0,0,2.513,0,0,0,0
"YLL029W","NC_001144.5","81461","83710","+",2250,405,331,219,322,562.633625486053,406.364328332556,346.438955557735,357.249049184984,0.692,813.054372089672,587.231688341844,500.634328840658,516.255851423387
"YLL028W","NC_001144.5","84804","86564","+",1761,76,73,61,135,105.580630955407,89.6211358558205,96.4966953836614,149.77832807445,2.477,42.6243968330268,36.1813225094148,38.9570833200086,60.4676334575897
"YLL027W","NC_001144.5","87403","88155","+",753,127,81,95,93,176.430791201799,99.4426301961843,150.28173871226,103.180626006843,3.053,57.7893190965605,32.5721029139156,49.2242838887191,33.7964710143607
"YLL026W","NC_001144.5","88623","91349","+",2727,4002,3740,1640,2566,5559.65375109922,4591.54860412012,2594.33738408532,2846.89770251139,0.341,16303.9699445725,13464.9519182408,7608.02751931179,8348.67361440291
"YNCL0001W","NC_001144.5;NC_001144.5","92548;92615","92583;92650","+;+",72,1,0,0,0,1.38921882836062,0,0,0,2.249,0.617705125994053,0,0,0
"YLL025W","NC_001144.5","94747","95121","+",375,5,2,1,2,6.94609414180312,2.45537358509097,1.58191303907642,2.21893819369555,1.76,3.94664439875177,1.3950986278926,0.898814226747964,1.26076033732702
"YLL024C","NC_001144.5","95566","97485","-",1920,3353,3865,1966,3006,4658.05073149317,4745.0094531883,3110.04103482423,3335.06410512442,0.752,6194.2163982622,6309.85299626104,4135.69286545776,4434.925671708
"YLL023C","NC_001144.5","97997","98836","-",840,164,138,71,116,227.831887851142,169.420777371277,112.315825774426,128.698415234342,2.726,83.5773616475211,62.149955015142,41.2016969091803,47.2114509296926
"YLL022C","NC_001144.5","99044","100201","-",1158,35,41,33,51,48.6226589926219,50.3351584943649,52.2031302895217,56.5829239392366,0.102,476.692735221783,493.481946023185,511.795394995311,554.734548423888
"YLL021W","NC_001144.5","100947","105347","+",4401,142,161,121,160,197.269073627209,197.657573599823,191.411477728246,177.515055495644,0.374,527.457416115531,528.496186095784,511.795394995311,474.639185817231
"YLL019C","NC_001144.5","105686","107899","-",2214,217,166,107,130,301.460485754256,203.796007562551,169.264695181177,144.230982590211,1.919,157.092488668189,106.199065952345,88.2046353210925,75.1594489787446
"YLL018C-A","NC_001144.5","108676","108972","-",297,19,17,16,17,26.3951577388519,20.8706754732733,25.3106086252227,18.8609746464122,0.839,31.4602595218735,24.8756561064044,30.1675907332809,22.4803035118143
"YLL018C","NC_001144.5","109902","111575","-",1674,239,766,309,404,332.023299978189,940.408083089842,488.811129074612,448.225515126502,1.157,286.969144319956,812.798688928126,422.48152901868,387.403210999569
"YLL017W","NC_001144.5","112234","112545","+",312,2,3,3,4,2.77843765672125,3.68306037763646,4.74573911722925,4.43787638739111,4.4,0.631463103800284,0.837059176735558,1.07857707209756,1.00860826986161
"YLL016W","NC_001144.5","112847","115993","+",3147,67,24,30,48,93.0776615001618,29.4644830210917,47.4573911722925,53.2545166486933,2.213,42.0594945775697,13.3142715865755,21.4448220389934,24.0643997508781
"YLL015W","NC_001144.5","116432","121111","+",4680,177,189,145,178,245.891732619831,232.032803791097,229.37739066608,197.485499238904,0.296,830.715312904833,783.894607402354,774.923617115136,667.180740671974
"YLL014W","NC_001144.5","121322","121648","+",327,34,29,21,33,47.2334401642612,35.6029169838191,33.2201738206047,36.6124801959766,1.673,28.2327795363187,21.2808828355165,19.8566490260638,21.8843276724307
"YLL013C","NC_001144.5","122075","124714","-",2640,71,49,31,52,98.6345368136043,60.1566528347288,49.0393042113689,57.6923930360844,0.311,317.152851490689,193.429751880157,157.682650197328,185.506086932747
"YLL012W","NC_001144.5","125534","127255","+",1722,45,23,44,59,62.5148472762281,28.2367962285462,69.6041737193623,65.4586767140188,3.146,19.8712165531558,8.9754597039244,22.1246578891806,20.8069538188235
"YLL011W","NC_001144.5","127523","128992","+",1470,12,8,17,39,16.6706259403275,9.82149434036389,26.8925216642991,43.2692947770633,4.679,3.56286085495351,2.09905841854325,5.74749340976685,9.2475517796673
"YLL010C","NC_001144.5","129330","130613","-",1284,53,29,31,44,73.6285979031131,35.6029169838191,49.0393042113689,48.8166402613022,0.326,225.854594794825,109.211401790856,150.427313531806,149.744295280068
"YLL009C","NC_001144.5","131205","131414","-",210,23,39,10,14,31.9520330522944,47.8797849092739,15.8191303907642,15.5325673558689,2.639,12.1076290459622,18.1431545696377,5.99436543795535,5.88577770211022
"YLL008W","NC_001144.5","131729","133987","+",2259,54,33,118,170,75.0178167314737,40.513664154001,186.665738611017,188.609746464122,1.721,43.5896668980091,23.5407694096461,108.463532022671,109.593112413784
"YLL007C","NC_001144.5","134302","136299","-",1998,20,10,20,20,27.7843765672125,12.2768679254549,31.6382607815283,22.1893819369555,1.469,18.9138029729152,8.35729606906389,21.5372775912378,15.105093217805
"YLL006W-A","NC_001144.5","136345","136521","+",177,0,0,0,0,0,0,0,0,1.283,0,0,0,0
"YLL006W","NC_001144.5","136586","137866","+",1281,75,35,31,33,104.191412127047,42.969037739092,49.0393042113689,36.6124801959766,0.209,498.523503000224,205.593482005225,234.637819193153,175.179331081228
"YLL005C","NC_001144.5","137940","140546","-",2607,57,33,31,44,79.1854732165556,40.513664154001,49.0393042113689,48.8166402613022,2.258,35.068854391743,17.9422781904345,21.7180266657967,21.6194155275917
"YLL004W","NC_001144.5","141073","142923","+",1851,14,5,17,25,19.4490635970487,6.13843396272743,26.8925216642991,27.7367274211944,1.997,9.7391405092883,3.07382772294814,13.4664605229339,13.8891975068575
"YLL003W","NC_001144.5","143201","146041","+",2841,62,36,40,62,86.1315673583587,44.1967245316375,63.2765215630566,68.7870840045621,0.176,489.38390544522,251.117753020668,359.525690699185,390.835704571376
"YLL002W","NC_001144.5","146291","147601","+",1311,18,14,19,22,25.0059389104912,17.1876150956368,30.0563477424519,24.4083201306511,1.28,19.5358897738213,13.4278242934662,23.4815216737905,19.0690001020712
"YLL001W","NC_001144.5","147890","150163","+",2274,192,146,99,97,266.73001504524,179.242271711641,156.609390868565,107.618502394234,2.606,102.352269779447,68.7806107872759,60.095698721629,41.2964322310953
"YLR001C","NC_001144.5","151389","153977","-",2589,108,95,68,82,150.035633462947,116.630245291821,107.570086657196,90.9764659415177,1.85,81.100342412404,63.0433758334168,58.1459927876737,49.176468076496
"YLR002C","NC_001144.5","154343","156334","-",1992,26,16,39,62,36.1196895373762,19.6429886807278,61.6946085239802,68.7870840045621,2.84,12.7182005413297,6.91654531011541,21.7234537056268,24.2208042269585
"YLR003C","NC_001144.5","156855","157730","-",876,12,27,31,56,16.6706259403275,33.1475433987281,49.0393042113689,62.1302694234755,1.31,12.7256686567385,25.3034682433039,37.4345833674572,47.4276865828057
"YLR004C","NC_001144.5","157934","159505","-",1572,16,8,6,4,22.22750125377,9.82149434036389,9.4914782344585,4.43787638739111,2.273,9.77892708040915,4.32093899708046,4.17574933324175,1.95243131869384
"YLR005W","NC_001144.5","160049","161434","+",1386,95,82,45,76,131.975788694259,100.67031698873,71.1860867584387,84.319651360431,2.588,50.9952815665608,38.89888600801,27.5062159035698,32.5810090264417
