# Program:featureCounts v2.0.6; Command:"featureCounts" "-a" "/home/ibab/Desktop/DIBYENDU/s3/RA/rnaseq/GCF_000146045.2_R64_genomic_copy.gtf" "-o" "gene_counts.txt" "conA_rep1_sorted.bam" "conA_rep2_sorted.bam" "conB_rep1_sorted.bam" "conB_rep2_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	conA_rep1_sorted.bam	conA_rep2_sorted.bam	conB_rep1_sorted.bam	conB_rep2_sorted.bam
YNCL0005C	NC_001144.5	348427	348510	-	84	0	0	0	1
YLR106C	NC_001144.5	349006	363738	-	14733	196	202	303	458
YLR107W	NC_001144.5	364116	365330	+	1215	35	34	20	42
YNCL0006W	NC_001144.5	366235	366346	+	112	0	0	0	0
YLR108C	NC_001144.5	366667	368124	-	1458	29	27	38	29
YLR109W	NC_001144.5	368781	369311	+	531	1558	1408	640	758
YLR110C	NC_001144.5	369697	370098	-	402	3709	3670	3301	4303
YLR111W	NC_001144.5	370391	370723	+	333	3	1	0	1
YLR112W	NC_001144.5	370791	371210	+	420	18	9	5	9
YLR113W	NC_001144.5	371620	372927	+	1308	168	199	185	219
YNCL0007W	NC_001144.5	374355	374427	+	73	0	0	0	0
YLR114C	NC_001144.5	374944	377238	-	2295	97	117	90	130
YLR115W	NC_001144.5	377985	380564	+	2580	72	61	50	91
YLR116W	NC_001144.5	380822	382252	+	1431	57	32	28	30
YLR117C	NC_001144.5	382471	384534	-	2064	81	61	38	69
YLR118C	NC_001144.5	384725	385408	-	684	65	59	37	48
YLR119W	NC_001144.5	385534	386175	+	642	26	18	10	20
YLR120C	NC_001144.5	386511	388220	-	1710	92	134	89	116
YLR121C	NC_001144.5	388744	390270	-	1527	52	59	39	61
YLR122C	NC_001144.5	390954	391331	-	378	6	1	4	2
YLR125W	NC_001144.5	393484	393894	+	411	13	3	7	4
YLR126C	NC_001144.5	394765	395520	-	756	33	22	19	25
YLR127C	NC_001144.5	395758	398319	-	2562	39	33	17	29
YLR128W	NC_001144.5;NC_001144.5	398530;398627	398532;399433	+;+	810	27	16	13	9
YLR129W	NC_001144.5	399657	402488	+	2832	27	27	62	89
YLR130C	NC_001144.5	402794	404062	-	1269	73	69	66	101
YLR131C	NC_001144.5	404510	406822	-	2313	86	59	67	63
YLR132C	NC_001144.5	407283	408155	-	873	23	25	18	27
YLR133W	NC_001144.5	408445	410193	+	1749	123	91	68	96
YLR134W	NC_001144.5	410723	412414	+	1692	36	9	15	25
YLR135W	NC_001144.5	413281	415527	+	2247	28	25	21	26
YLR136C	NC_001144.5	415801	416658	-	858	1	8	3	4
YLR137W	NC_001144.5	417006	418109	+	1104	21	15	14	31
YLR138W	NC_001144.5	418437	421394	+	2958	169	185	150	205
YLR139C	NC_001144.5	421542	423473	-	1932	28	27	22	28
YLR141W	NC_001144.5	423683	424774	+	1092	24	20	20	26
YLR142W	NC_001144.5	425186	426616	+	1431	202	225	57	55
YNCL0008W	NC_001144.5	427132	427203	+	72	0	0	0	0
YLR143W	NC_001144.5	427329	429386	+	2058	31	21	31	37
YLR144C	NC_001144.5	429677	432016	-	2340	62	45	42	59
YLR145W	NC_001144.5	432168	432773	+	606	14	12	10	9
YLR146C	NC_001144.5	432823	433725	-	903	15	14	20	24
YLR146W-A	NC_001144.5	433870	434058	+	189	1	3	1	2
YLR147C	NC_001144.5	434158	434463	-	306	19	13	13	26
YLR148W	NC_001144.5	434641	437397	+	2757	61	77	42	64
YLR149C	NC_001144.5	437631	439823	-	2193	293	243	105	125
YLR150W	NC_001144.5	440467	441288	+	822	408	1140	1694	2504
YLR151C	NC_001144.5	441715	442737	-	1023	54	41	31	37
YLR152C	NC_001144.5	442958	444688	-	1731	82	68	51	57
YLR153C	NC_001144.5	445524	447575	-	2052	582	793	576	720
YLR154C	NC_001144.5	447982	448314	-	333	11	15	12	18
YNCL0009C	NC_001144.5	448650	448721	-	72	0	0	0	0
YNCL0010C	NC_001144.5	451575	458432	-	6858	0	0	0	0
YNCL0011C	NC_001144.5	451575	451785	-	211	0	0	0	0
YNCL0012C	NC_001144.5	451786	455181	-	3396	0	0	0	0
YLR154W-C	NC_001144.5	454696	455070	+	375	0	0	0	0
YNCL0013C	NC_001144.5	455182	455413	-	232	0	0	0	0
YNCL0014C	NC_001144.5	455414	455571	-	158	0	0	0	0
YNCL0015C	NC_001144.5	455572	455932	-	361	0	0	0	0
YNCL0016C	NC_001144.5	455933	457732	-	1800	0	0	0	0
YNCL0017C	NC_001144.5	457733	458432	-	700	0	0	0	0
YNCL0018W	NC_001144.5	459676	459796	+	121	10	7	7	7
YNCL0020C	NC_001144.5	460712	467569	-	6858	0	0	0	0
YNCL0019C	NC_001144.5	460712	460922	-	211	0	0	0	0
YNCL0021C	NC_001144.5	460923	464318	-	3396	0	0	0	0
YLR154C-G	NC_001144.5	462522	462671	-	150	0	0	0	0
YNCL0022C	NC_001144.5	464319	464550	-	232	0	0	0	0
YNCL0023C	NC_001144.5	464551	464708	-	158	0	0	0	0
YNCL0024C	NC_001144.5	464709	465069	-	361	0	0	0	0
YNCL0025C	NC_001144.5	465070	466869	-	1800	0	0	0	0
YNCL0026C	NC_001144.5	466870	467569	-	700	0	0	0	0
YNCL0027W	NC_001144.5	468813	468931	+	119	0	1	0	1
YLR154C-H	NC_001144.5	468827	468958	-	132	1	0	0	0
YLR155C	NC_001144.5	469317	470405	-	1089	69	61	50	46
YLR156W	NC_001144.5	472113	472457	+	345	3	0	1	1
YNCL0028W	NC_001144.5	472465	472583	+	119	0	0	0	0
YLR156C-A	NC_001144.5	472479	472610	-	132	0	0	0	0
YLR157C	NC_001144.5	472969	474057	-	1089	66	64	47	62
YLR157W-D	NC_001144.5	475764	475976	+	213	3	0	1	0
YLR157C-B	NC_001144.5	476333	481601	-	5269	174	388	161	227
YLR157C-A	NC_001144.5	480279	481601	-	1323	0	0	0	0
YLR157W-E	NC_001144.5	481873	482037	+	165	1	2	2	2
YNCL0029W	NC_001144.5	482045	482163	+	119	0	0	0	0
YLR157C-C	NC_001144.5	482059	482190	-	132	0	0	0	0
YLR158C	NC_001144.5	482549	483637	-	1089	73	63	45	49
YLR159W	NC_001144.5	485345	485689	+	345	6	0	2	1
YNCL0030W	NC_001144.5	485697	485815	+	119	0	0	0	0
YLR159C-A	NC_001144.5	485711	485842	-	132	0	0	1	0
YLR160C	NC_001144.5	486201	487289	-	1089	66	71	48	53
YLR161W	NC_001144.5	488997	489341	+	345	4	0	1	1
YNCL0031W	NC_001144.5	489349	489469	+	121	3	1	1	4
YLR162W	NC_001144.5	489573	489929	+	357	5	6	4	1
YLR162W-A	NC_001144.5	490406	490594	+	189	26	36	20	23
YLR163C	NC_001144.5	491866	493254	-	1389	124	106	53	77
YLR164W	NC_001144.5	493883	494389	+	507	11	5	4	9
YLR165C	NC_001144.5	494494	495258	-	765	12	11	12	15
YLR166C	NC_001144.5	495429	498044	-	2616	80	56	44	77
YLR167W	NC_001144.5	498947	499405	+	459	842	1747	2813	4197
YLR168C	NC_001144.5	499578	500270	-	693	153	111	89	107
YLR170C	NC_001144.5	500579	501049	-	471	32	51	43	40
YLR172C	NC_001144.5	501260	502162	-	903	81	94	95	146
YLR173W	NC_001144.5	502421	504247	+	1827	52	39	35	45
YLR174W	NC_001144.5	504591	505829	+	1239	166	28	18	17
YLR175W	NC_001144.5	506134	507585	+	1452	89	180	282	514
YLR176C	NC_001144.5	507797	510232	-	2436	43	30	26	53
YLR177W	NC_001144.5	511054	512940	+	1887	319	295	210	225
YLR178C	NC_001144.5	513162	513821	-	660	562	336	84	94
YLR179C	NC_001144.5	514108	514713	-	606	109	78	48	87
YLR180W	NC_001144.5	515262	516410	+	1149	327	153	61	86
YLR181C	NC_001144.5	516678	517670	-	993	74	69	44	67
YLR182W	NC_001144.5	517940	520351	+	2412	92	66	69	85
YLR183C	NC_001144.5	520543	522012	-	1470	37	27	31	30
YLR185W	NC_001144.5;NC_001144.5	522663;523029	522669;523288	+;+	267	133	308	503	685
YLR186W	NC_001144.5	523632	524390	+	759	22	18	56	102
YLR187W	NC_001144.5	524865	527945	+	3081	39	29	36	50
YLR188W	NC_001144.5	528300	530387	+	2088	81	67	46	98
YLR189C	NC_001144.5	530797	534393	-	3597	262	136	81	117
YLR190W	NC_001144.5	535214	536689	+	1476	103	98	79	110
YLR191W	NC_001144.5	537272	538432	+	1161	25	26	24	31
YLR192C	NC_001144.5	538792	539589	-	798	149	274	238	319
YLR193C	NC_001144.5	540009	540536	-	528	57	52	33	40
YLR194C	NC_001144.5	540809	541573	-	765	36	93	77	86
YLR195C	NC_001144.5	541937	543304	-	1368	78	64	51	79
YLR196W	NC_001144.5	543968	545698	+	1731	39	53	91	190
YLR197W	NC_001144.5	546097	547611	+	1515	87	195	333	558
YLR199C	NC_001144.5;NC_001144.5	547853;548764	548677;548769	-;-	831	56	54	50	54
YLR200W	NC_001144.5	549012	549356	+	345	22	25	31	32
YLR201C	NC_001144.5	549511	550293	-	783	75	48	43	49
YLR203C	NC_001144.5	550650	551960	-	1311	168	138	88	118
YLR204W	NC_001144.5	552270	552605	+	336	29	45	26	33
YLR205C	NC_001144.5	552724	553677	-	954	115	115	146	165
YLR206W	NC_001144.5	554578	556419	+	1842	302	237	161	220
YLR207W	NC_001144.5	556788	559289	+	2502	70	79	68	96
YLR208W	NC_001144.5	559551	560444	+	894	144	183	150	182
YLR209C	NC_001144.5	560797	561732	-	936	73	69	37	63
YLR210W	NC_001144.5	562008	563390	+	1383	27	14	26	29
YLR211C	NC_001144.5;NC_001144.5	563792;564514	564454;564531	-;-	681	14	16	5	7
YLR212C	NC_001144.5	564860	566281	-	1422	30	30	35	50
YLR213C	NC_001144.5	566654	567922	-	1269	5	4	6	5
YLR214W	NC_001144.5	568567	570627	+	2061	29	21	12	24
YLR215C	NC_001144.5	570776	571858	-	1083	10	23	16	27
YLR216C	NC_001144.5	572096	573211	-	1116	340	329	160	261
YLR218C	NC_001144.5	573466	573918	-	453	25	33	14	18
YLR219W	NC_001144.5	574151	576337	+	2187	240	129	111	139
YLR220W	NC_001144.5	576825	577793	+	969	184	141	111	159
YLR221C	NC_001144.5	578362	579024	-	663	25	21	37	53
YLR222C	NC_001144.5	579318	581771	-	2454	9	17	33	84
YLR223C	NC_001144.5	582233	585490	-	3258	47	33	40	71
YLR224W	NC_001144.5	586464	587573	+	1110	81	54	54	100
YLR225C	NC_001144.5	587695	588918	-	1224	87	105	83	93
YLR226W	NC_001144.5	589354	590541	+	1188	18	14	18	20
YLR227C	NC_001144.5	590562	592043	-	1482	25	10	16	17
YNCL0032C	NC_001144.5;NC_001144.5	592519;592582	592562;592619	-;-	82	0	0	0	1
YLR227W-B	NC_001144.5	593438	598706	+	5269	184	486	182	288
YLR227W-A	NC_001144.5	593438	594760	+	1323	0	0	0	0
YLR228C	NC_001144.5	600019	602463	-	2445	64	72	55	58
YLR229C	NC_001144.5	604212	604787	-	576	114	116	94	137
YNCL0033C	NC_001144.5;NC_001144.5	605300;605396	605335;605432	-;-	73	0	0	0	0
YLR231C	NC_001144.5	605758	607119	-	1362	58	150	47	104
YLR233C	NC_001144.5	607425	609524	-	2100	21	18	11	17
YLR234W	NC_001144.5	609783	611753	+	1971	23	11	8	16
YLR236C	NC_001144.5	611794	612117	-	324	4	2	3	3
YLR237W	NC_001144.5	612367	614163	+	1797	38	21	24	45
YLR238W	NC_001144.5	614755	616191	+	1437	37	38	26	35
YLR239C	NC_001144.5	616332	617318	-	987	41	32	25	40
YLR240W	NC_001144.5	617533	620160	+	2628	78	94	69	86
YLR241W	NC_001144.5	620473	622821	+	2349	162	168	77	138
YLR242C	NC_001144.5	622918	623883	-	966	15	14	14	14
YLR243W	NC_001144.5	624203	625021	+	819	16	22	25	32
YLR244C	NC_001144.5	625168	626331	-	1164	94	110	95	173
YLR245C	NC_001144.5	626502	626930	-	429	17	7	9	10
YLR246W	NC_001144.5	627118	628197	+	1080	23	12	13	9
YNCL0034W	NC_001144.5;NC_001144.5	628383;628454	628420;628497	+;+	82	0	0	0	0
YLR247C	NC_001144.5	628684	633354	-	4671	149	115	89	120
YLR248W	NC_001144.5	634252	636084	+	1833	257	272	124	186
YLR249W	NC_001144.5	636780	639914	+	3135	1140	2045	3420	5381
YLR250W	NC_001144.5	640317	641021	+	705	77	106	66	115
YLR251W	NC_001144.5	641464	642057	+	594	62	53	26	41
YLR253W	NC_001144.5	642627	644336	+	1710	87	76	43	64
YLR254C	NC_001144.5	644404	644973	-	570	28	27	27	36
YLR255C	NC_001144.5	645600	645953	-	354	0	0	0	3
YLR256W	NC_001144.5	646415	650923	+	4509	165	121	140	177
YLR256W-A	NC_001144.5	651117	652439	+	1323	39	82	47	54
YNCL0035C	NC_001144.5	656934	657006	-	73	0	0	0	0
YLR257W	NC_001144.5	658826	659791	+	966	405	907	544	665
YLR258W	NC_001144.5	660716	662833	+	2118	763	693	274	320
YLR259C	NC_001144.5	663284	665002	-	1719	1389	1429	683	1023
YLR260W	NC_001144.5	665844	667907	+	2064	62	66	61	79
YLR261C	NC_001144.5	668237	668563	-	327	0	0	0	0
YLR262C	NC_001144.5	668244	668891	-	648	23	16	12	23
YLR262C-A	NC_001144.5	669468	669662	-	195	62	101	76	111
YLR263W	NC_001144.5	670340	672823	+	2484	19	7	16	21
YLR264W	NC_001144.5	673131	673334	+	204	53	66	139	220
YLR264C-A	NC_001144.5	673828	673944	-	117	41	61	118	178
YLR265C	NC_001144.5	674427	675455	-	1029	28	7	10	25
YLR266C	NC_001144.5	675619	677724	-	2106	52	25	40	45
YLR267W	NC_001144.5	678212	679924	+	1713	25	16	17	23
YLR268W	NC_001144.5	680200	680844	+	645	82	57	58	72
YLR270W	NC_001144.5	681186	682238	+	1053	256	212	106	127
YLR271W	NC_001144.5	682737	683561	+	825	38	31	19	29
YLR272C	NC_001144.5	683672	687202	-	3531	61	41	40	65
YNCL0036C	NC_001144.5	687859	687932	-	74	0	0	0	0
YLR273C	NC_001144.5	689083	691029	-	1947	34	24	14	18
YLR274W	NC_001144.5	691555	693882	+	2328	37	67	68	102
YLR275W	NC_001144.5;NC_001144.5	694378;694473	694382;694800	+;+	333	9	12	18	16
YLR276C	NC_001144.5	695046	696830	-	1785	48	37	59	105
YLR277C	NC_001144.5	697156	699495	-	2340	34	45	40	75
YLR278C	NC_001144.5	699999	704024	-	4026	86	71	56	87
YLR281C	NC_001144.5	704493	704960	-	468	20	18	14	9
YLR283W	NC_001144.5	705186	706130	+	945	25	30	13	33
YLR284C	NC_001144.5	706198	707040	-	843	16	15	10	14
YLR285W	NC_001144.5	707360	708145	+	786	18	27	26	49
YLR285C-A	NC_001144.5	708168	708338	-	171	16	33	26	27
YLR286C	NC_001144.5	708448	710136	-	1689	637	837	564	821
YLR287C	NC_001144.5	710991	712058	-	1068	18	25	26	56
YLR287C-A	NC_001144.5;NC_001144.5	712537;713156	712725;713158	-;-	192	164	288	401	629
YLR288C	NC_001144.5	713480	714904	-	1425	30	20	18	42
YLR289W	NC_001144.5	715089	717026	+	1938	36	30	17	31
YLR290C	NC_001144.5	717145	717978	-	834	54	52	25	32
YLR291C	NC_001144.5	718317	719462	-	1146	66	72	97	140
YLR292C	NC_001144.5	719789	720370	-	582	31	36	31	53
YLR293C	NC_001144.5	720771	721430	-	660	246	349	388	597
YLR295C	NC_001144.5	721999	722373	-	375	200	207	125	177
YLR296W	NC_001144.5	722978	723304	+	327	2	0	0	1
YLR297W	NC_001144.5	724044	724433	+	390	33	20	21	26
YLR298C	NC_001144.5	724721	725416	-	696	31	20	20	46
YLR299W	NC_001144.5	726069	728051	+	1983	208	155	68	97
YLR300W	NC_001144.5	728955	730301	+	1347	140	283	200	293
YLR301W	NC_001144.5	730825	731559	+	735	130	134	86	125
YNCL0037W	NC_001144.5;NC_001144.5	732090;732147	732127;732190	+;+	82	0	0	0	0
YLR302C	NC_001144.5	732191	732553	-	363	0	0	0	0
YLR303W	NC_001144.5	732542	733876	+	1335	996	80	21	23
YNCL0038W	NC_001144.5	734802	734875	+	74	0	0	0	0
YLR304C	NC_001144.5	735212	737548	-	2337	2163	1212	744	827
YLR305C	NC_001144.5	738161	743863	-	5703	122	86	106	146
YLR306W	NC_001144.5;NC_001144.5	744151;744288	744153;744851	+;+	567	15	14	17	17
YLR307W	NC_001144.5	745620	746525	+	906	0	2	1	0
YLR307C-A	NC_001144.5	746848	747111	-	264	1	0	3	0
YLR308W	NC_001144.5	747937	748875	+	939	1	0	1	1
YLR309C	NC_001144.5	749034	751769	-	2736	187	162	135	192
YLR310C	NC_001144.5	752224	756993	-	4770	166	138	127	150
YLR312C	NC_001144.5	757637	758833	-	1197	62	28	18	26
YLR312W-A	NC_001144.5	759480	760241	+	762	41	36	23	34
YLR313C	NC_001144.5	760750	762342	-	1593	11	13	14	11
YLR314C	NC_001144.5	762575	764137	-	1563	261	192	162	238
YLR315W	NC_001144.5	764808	765269	+	462	7	2	4	5
YLR316C	NC_001144.5;NC_001144.5;NC_001144.5	765266;766130;766250	766073;766181;766358	-;-;-	969	25	21	25	40
YLR318W	NC_001144.5	766542	769196	+	2655	17	7	6	10
YLR319C	NC_001144.5	769318	771684	-	2367	53	58	46	69
YLR320W	NC_001144.5	771940	776304	+	4365	24	18	20	25
YLR321C	NC_001144.5	776584	777864	-	1281	35	34	23	42
YLR323C	NC_001144.5	778173	778952	-	780	15	12	8	10
YLR324W	NC_001144.5	779215	780786	+	1572	118	115	43	76
YLR325C	NC_001144.5	781143	781379	-	237	127	270	462	623
YLR326W	NC_001144.5	782174	782896	+	723	39	31	23	38
YLR327C	NC_001144.5	783127	783387	-	261	713	661	243	218
YNCL0039W	NC_001144.5;NC_001144.5	784354;784410	784389;784453	+;+	80	0	0	0	0
YLR328W	NC_001144.5	784913	786118	+	1206	50	85	83	82
YLR329W	NC_001144.5;NC_001144.5	786442;786713	786615;787333	+;+	795	6	7	5	6
YLR330W	NC_001144.5	787664	789679	+	2016	324	298	244	321
YLR331C	NC_001144.5	790669	791046	-	378	0	0	0	0
YLR332W	NC_001144.5	790676	791806	+	1131	80	67	70	92
YNCL0040W	NC_001144.5	793918	793989	+	72	0	0	0	0
YNCL0041C	NC_001144.5	794486	794575	-	90	0	2	2	2
YNCL0042C	NC_001144.5	794697	794794	-	98	2	1	2	3
YNCL0043C	NC_001144.5	794937	795024	-	88	1	2	2	3
YLR333C	NC_001144.5	795573	795899	-	327	75	215	316	512
YNCL0044W	NC_001144.5	797178	797249	+	72	0	0	0	0
YLR335W	NC_001144.5	797430	799592	+	2163	174	158	141	216
YLR336C	NC_001144.5	799697	802396	-	2700	31	26	33	68
YLR337C	NC_001144.5	802653	805106	-	2454	155	151	115	130
YLR340W	NC_001144.5	805887	806825	+	939	816	1866	2889	4367
YLR341W	NC_001144.5	807385	808818	+	1434	4	2	2	7
YLR342W	NC_001144.5	809997	815627	+	5631	704	681	739	1071
YLR342W-A	NC_001144.5	815810	815983	+	174	13	6	5	11
YLR343W	NC_001144.5	816094	817761	+	1668	5	2	0	12
YNCL0045W	NC_001144.5	818609	818680	+	72	0	0	0	0
YLR344W	NC_001144.5;NC_001144.5	819312;819778	819330;820142	+;+	384	106	254	372	527
YLR345W	NC_001144.5	820511	822040	+	1530	229	183	109	124
YLR346C	NC_001144.5	822287	822592	-	306	5	3	2	0
YLR347C	NC_001144.5	823828	826413	-	2586	113	90	77	124
YLR348C	NC_001144.5	826977	827873	-	897	63	64	42	59
YLR350W	NC_001144.5	828730	829380	+	651	103	110	70	94
YLR351C	NC_001144.5	829489	830364	-	876	121	106	73	98
YLR352W	NC_001144.5	831116	833539	+	2424	56	47	45	56
YLR353W	NC_001144.5	834352	836163	+	1812	33	20	25	34
YLR354C	NC_001144.5	836350	837357	-	1008	637	593	342	520
YLR355C	NC_001144.5	838066	839253	-	1188	263	1084	754	1073
YLR356W	NC_001144.5	840321	840914	+	594	67	58	20	17
YLR357W	NC_001144.5	841331	844000	+	2670	39	44	43	57
YLR358C	NC_001144.5	843487	844050	-	564	1	0	0	0
YLR359W	NC_001144.5	844282	845730	+	1449	431	1073	713	975
YLR360W	NC_001144.5	846103	847422	+	1320	57	42	31	42
YLR361C	NC_001144.5	847388	849124	-	1737	56	22	26	32
YLR361C-A	NC_001144.5	849383	849679	-	297	27	34	15	22
YLR362W	NC_001144.5	849866	852019	+	2154	58	43	34	48
YLR363C	NC_001144.5	852495	853151	-	657	29	15	32	26
YLR363W-A	NC_001144.5	853461	853718	+	258	3	7	10	14
YLR364W	NC_001144.5	854062	854391	+	330	25	1	6	3
YLR365W	NC_001144.5	855199	855531	+	333	0	0	0	0
YLR367W	NC_001144.5;NC_001144.5	856442;857058	856574;857317	+;+	393	23	143	191	322
YNCL0046W	NC_001144.5	856710	856920	+	211	1	2	2	5
YLR368W	NC_001144.5	857540	859336	+	1797	35	25	25	35
YLR369W	NC_001144.5	859552	861525	+	1974	62	75	46	72
YLR370C	NC_001144.5	861718	862254	-	537	102	118	66	77
YLR371W	NC_001144.5	862714	866784	+	4071	105	73	68	84
YLR372W	NC_001144.5	867354	868391	+	1038	93	100	134	264
YLR373C	NC_001144.5	868662	871367	-	2706	89	51	41	62
YLR375W	NC_001144.5	871697	872728	+	1032	101	62	49	85
YLR376C	NC_001144.5	872826	873554	-	729	19	12	7	17
YLR377C	NC_001144.5	873746	874792	-	1047	18	4	6	12
YNCL0047W	NC_001144.5;NC_001144.5	875376;875436	875412;875471	+;+	73	0	0	0	0
YLR378C	NC_001144.5	875736	877178	-	1443	234	219	216	256
YLR379W-A	NC_001144.5	877444	877716	+	273	0	0	0	0
YLR380W	NC_001144.5	878282	879508	+	1227	67	66	34	88
YLR381W	NC_001144.5	879723	881924	+	2202	29	12	17	17
YLR382C	NC_001144.5	882067	884751	-	2685	84	81	43	62
YLR383W	NC_001144.5	885288	888632	+	3345	67	35	45	50
YLR384C	NC_001144.5	888851	892900	-	4050	125	100	117	180
YLR385C	NC_001144.5	892992	893390	-	399	0	0	1	3
YLR386W	NC_001144.5	893628	896270	+	2643	92	64	33	59
YLR387C	NC_001144.5	896374	897672	-	1299	128	99	88	122
YLR388W	NC_001144.5	898651	898821	+	171	61	113	184	275
YNCL0048W	NC_001144.5	899180	899382	+	203	0	0	0	1
YLR389C	NC_001144.5	899577	902660	-	3084	77	96	108	138
YLR390W	NC_001144.5	903066	903404	+	339	11	18	13	11
YLR390W-A	NC_001144.5	903724	904440	+	717	445	397	313	443
YLR392C	NC_001144.5	904749	906305	-	1557	55	52	46	51
YLR393W	NC_001144.5	907079	907918	+	840	25	16	17	22
YLR394W	NC_001144.5	907950	909398	+	1449	47	34	21	31
YLR395C	NC_001144.5	909729	909965	-	237	131	120	113	119
YLR396C	NC_001144.5	910235	912310	-	2076	55	32	28	58
YLR397C	NC_001144.5	912550	914892	-	2343	29	26	36	46
YLR398C	NC_001144.5	915156	919019	-	3864	103	92	85	92
YLR399C	NC_001144.5	919536	921596	-	2061	240	278	204	293
YLR401C	NC_001144.5	922442	924448	-	2007	29	29	56	100
YLR403W	NC_001144.5	925568	927619	+	2052	92	94	68	118
YLR404W	NC_001144.5	928743	929600	+	858	10	13	12	27
YLR405W	NC_001144.5	929789	930892	+	1104	15	19	36	55
YLR406C	NC_001144.5;NC_001144.5	931065;931699	931349;931755	-;-	342	82	138	259	390
YLR406C-A	NC_001144.5	932206	932355	-	150	1	0	0	0
YLR407W	NC_001144.5	932967	933653	+	687	6	8	10	27
YLR408C	NC_001144.5	933885	934253	-	369	8	7	8	7
YLR409C	NC_001144.5	934414	937233	-	2820	31	23	56	142
YLR410W	NC_001144.5	937541	940981	+	3441	138	121	134	177
YLR410W-B	NC_001144.5	941483	946796	+	5314	60	52	37	43
YLR410W-A	NC_001144.5	941483	942799	+	1317	0	0	0	0
YLR411W	NC_001144.5	947253	947978	+	726	20	12	4	4
YLR412W	NC_001144.5	948368	949192	+	825	25	31	28	67
YLR412C-A	NC_001144.5	950267	950473	-	207	0	0	0	1
YLR413W	NC_001144.5	951156	953183	+	2028	11	10	25	28
YLR414C	NC_001144.5	953353	954144	-	792	65	127	106	115
YLR415C	NC_001144.5	954259	954597	-	339	2	0	1	1
YLR417W	NC_001144.5	955010	956710	+	1701	42	43	36	51
YLR418C	NC_001144.5	956914	958095	-	1182	55	69	54	71
YLR419W	NC_001144.5	958428	962735	+	4308	47	39	52	59
YNCL0049C	NC_001144.5	962972	963055	-	84	0	0	0	0
YLR420W	NC_001144.5	963785	964879	+	1095	90	110	104	135
YLR421C	NC_001144.5	965090	965560	-	471	98	104	68	88
YLR422W	NC_001144.5	965897	971695	+	5799	128	105	101	109
YLR423C	NC_001144.5	971917	973170	-	1254	30	22	15	14
YLR424W	NC_001144.5	973395	975521	+	2127	24	23	12	26
YNCL0050C	NC_001144.5	975983	976056	-	74	0	0	0	0
YLR425W	NC_001144.5	982894	986817	+	3924	67	37	36	68
YLR426W	NC_001144.5;NC_001144.5	987062;987213	987141;988113	+;+	981	17	20	18	31
YLR427W	NC_001144.5	988428	990440	+	2013	63	69	42	69
YLR429W	NC_001144.5	990777	992732	+	1956	204	255	186	254
YLR430W	NC_001144.5	993434	1000129	+	6696	114	108	125	173
YLR431C	NC_001144.5	1000342	1001703	-	1362	40	23	22	25
YLR432W	NC_001144.5	1002557	1004128	+	1572	97	321	233	295
YLR433C	NC_001144.5	1004347	1006008	-	1662	45	52	47	59
YLR435W	NC_001144.5	1006378	1006995	+	618	2	8	15	26
YLR436C	NC_001144.5	1007421	1011245	-	3825	159	119	116	144
YLR437C	NC_001144.5	1011622	1012023	-	402	16	24	11	22
YLR438W	NC_001144.5	1012501	1013775	+	1275	76	339	82	114
YLR438C-A	NC_001144.5	1013909	1014178	-	270	49	46	31	52
YLR439W	NC_001144.5	1014491	1015450	+	960	70	62	38	57
YLR440C	NC_001144.5	1015568	1017697	-	2130	68	44	44	81
YLR441C	NC_001144.5	1018141	1018908	-	768	412	839	1332	1921
YLR442C	NC_001144.5	1019315	1022251	-	2937	56	50	51	67
YLR443W	NC_001144.5	1022625	1023971	+	1347	29	26	27	51
YLR445W	NC_001144.5;NC_001144.5	1024189;1024655	1024572;1024837	+;+	567	0	0	2	0
YLR446W	NC_001144.5	1025214	1026515	+	1302	46	34	27	49
YLR447C	NC_001144.5	1026856	1027893	-	1038	235	231	170	282
YLR448W	NC_001144.5;NC_001144.5	1028854;1029253	1028868;1029768	+;+	531	132	256	469	778
YLR449W	NC_001144.5	1030834	1032012	+	1179	40	83	128	188
YLR450W	NC_001144.5	1032627	1035764	+	3138	134	118	71	119
YLR451W	NC_001144.5	1036093	1038753	+	2661	35	29	44	64
YLR452C	NC_001144.5	1039270	1041366	-	2097	62	46	58	72
YLR453C	NC_001144.5	1041799	1042986	-	1188	10	7	9	9
YLR454W	NC_001144.5	1043998	1051884	+	7887	192	174	134	135
YNCL0051C	NC_001144.5	1052071	1052144	-	74	0	0	0	0
YLR455W	NC_001144.5	1053629	1054543	+	915	49	27	25	44
YLR456W	NC_001144.5	1055070	1055684	+	615	8	8	9	8
YLR457C	NC_001144.5	1055812	1056771	-	960	14	11	15	18
YLR459W	NC_001144.5	1057334	1058518	+	1185	32	33	21	40
YLR460C	NC_001144.5	1059757	1060887	-	1131	14	4	2	8
YLR461W	NC_001144.5	1062919	1063281	+	363	1	1	0	0
YLR462W	NC_001144.5	1065956	1066564	+	609	5	2	3	10
YLR464W	NC_001144.5;NC_001144.5	1066572;1067364	1067084;1067501	+;+	651	11	4	3	2
YLR466W	NC_001144.5	1067087	1071235	+	4149	166	106	82	113
YLR467W	NC_001144.5	1072508	1077898	+	5391	178	128	92	143
YML133C	NC_001145.3;NC_001145.3	461;3891	3791;4684	-;-	4125	123	72	65	84
